price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
5589000,11369,3,3,3,yes,no,yes,no,no,2,yes,unfurnished
4259000,7665,3,1,2,yes,no,no,no,no,3,no,semi-furnished
6761000,15353,5,2,4,no,yes,no,no,no,0,no,furnished
7167000,15096,5,3,3,yes,yes,no,no,no,1,no,unfurnished
2730000,2868,2,1,1,yes,no,yes,no,no,0,no,semi-furnished
4962000,6146,4,3,1,yes,no,no,no,yes,1,no,unfurnished
3827000,6385,2,2,1,yes,no,no,no,yes,3,yes,unfurnished
6371000,12946,5,1,4,no,yes,yes,no,yes,3,yes,furnished
6303000,12577,5,2,2,yes,yes,no,no,no,3,no,furnished
4403000,6205,1,2,1,yes,no,no,yes,no,3,yes,unfurnished
5079000,10796,5,1,4,no,yes,no,no,no,1,yes,furnished
5027000,9700,1,1,3,yes,yes,yes,no,yes,2,yes,furnished
5841000,14407,4,1,2,no,yes,no,no,yes,1,yes,furnished
2632000,5096,2,1,3,yes,no,yes,no,no,0,no,furnished
3065000,2695,2,1,4,yes,no,yes,no,yes,3,no,unfurnished
3187000,8543,1,1,1,yes,no,no,no,no,3,no,furnished
2118000,3343,2,1,1,yes,no,no,no,no,0,no,semi-furnished
7364000,16023,5,3,4,no,no,yes,yes,no,1,no,semi-furnished
4345000,5086,3,2,1,yes,no,yes,yes,yes,2,no,semi-furnished
4798000,10404,1,1,2,yes,yes,yes,no,yes,2,no,furnished
6088000,12327,2,3,4,yes,no,yes,no,yes,0,no,unfurnished
4886000,7545,1,3,3,yes,no,yes,no,no,2,yes,furnished
3403000,5004,1,3,4,yes,no,yes,no,no,1,no,unfurnished
6837000,16012,3,2,2,no,no,no,yes,yes,1,no,unfurnished
3033000,1875,5,1,2,yes,no,no,no,no,0,no,semi-furnished
4086000,6543,1,3,4,yes,yes,no,no,no,1,no,semi-furnished
5259000,8672,2,2,4,yes,no,no,yes,yes,3,no,semi-furnished
5398000,10801,4,2,1,yes,no,yes,no,no,0,no,semi-furnished
3913000,7250,1,2,2,yes,no,no,no,no,1,yes,unfurnished
6683000,14390,1,3,4,yes,no,no,no,yes,0,no,unfurnished
5590000,12909,3,1,4,no,no,no,no,yes,2,no,semi-furnished
5934000,9646,5,3,2,yes,yes,no,no,no,1,no,semi-furnished
6360000,10657,4,3,4,yes,no,no,no,no,3,yes,unfurnished
5518000,14596,2,1,1,yes,yes,no,no,no,1,no,unfurnished
4310000,9333,4,1,2,no,no,yes,no,no,0,no,semi-furnished
3051000,6292,2,1,1,yes,no,no,no,no,0,yes,semi-furnished
6253000,15153,5,2,1,yes,no,no,no,yes,1,no,furnished
5548000,12962,2,1,1,yes,no,no,no,no,3,yes,unfurnished
4833000,9329,3,3,1,yes,no,no,no,no,3,no,furnished
4793000,9858,3,1,2,yes,yes,yes,no,yes,3,no,semi-furnished
5146000,8989,3,3,1,yes,no,no,no,no,0,no,furnished
5562000,11085,3,2,1,yes,yes,no,no,no,1,yes,furnished
4479000,3855,4,3,4,yes,no,no,no,yes,2,no,semi-furnished
5982000,12366,5,3,2,no,yes,no,yes,no,0,yes,unfurnished
3959000,2719,2,1,2,yes,yes,yes,yes,yes,3,yes,furnished
4081000,5094,2,1,3,yes,no,no,no,yes,1,yes,semi-furnished
5789000,12407,3,3,2,yes,yes,no,no,yes,3,yes,furnished
6816000,16084,3,1,2,yes,no,no,no,no,2,no,furnished
5861000,15706,1,2,3,yes,no,no,no,no,3,no,semi-furnished
3877000,2710,5,2,2,yes,yes,no,no,yes,3,no,semi-furnished
3358000,3977,4,1,2,yes,no,no,yes,no,2,no,furnished
4816000,5070,2,2,2,yes,yes,yes,no,yes,1,no,semi-furnished
2053000,1951,1,1,2,yes,yes,no,no,no,0,no,furnished
6515000,14118,1,3,3,yes,no,no,no,no,1,no,semi-furnished
3277000,2256,2,3,2,yes,yes,no,no,no,2,no,unfurnished
3620000,4820,4,2,2,yes,no,no,no,no,3,yes,unfurnished
2941000,2349,1,1,3,yes,yes,no,no,yes,1,no,semi-furnished
4537000,6738,1,1,4,yes,yes,yes,no,yes,0,yes,semi-furnished
4662000,10981,5,2,1,yes,no,no,no,no,2,no,unfurnished
3803000,1840,4,3,4,yes,no,yes,no,no,1,no,furnished
5544000,12142,1,2,3,yes,yes,no,no,yes,0,no,unfurnished
4280000,2630,4,3,1,yes,no,yes,no,yes,2,yes,unfurnished
3784000,4625,2,1,3,yes,yes,yes,no,yes,0,no,furnished
4378000,7752,3,3,3,no,no,no,no,no,2,yes,furnished
3316000,2834,1,2,2,no,no,yes,no,yes,3,no,unfurnished
3144000,4977,5,1,1,no,no,no,yes,no,1,yes,semi-furnished
2221000,5044,2,2,2,yes,no,no,no,no,0,yes,furnished
4944000,9969,4,2,1,yes,no,yes,no,no,2,no,furnished
5505000,11907,2,3,3,no,no,no,no,yes,0,yes,semi-furnished
2969000,3466,1,2,3,yes,no,no,no,no,0,no,semi-furnished
6076000,7504,4,3,4,yes,no,no,no,yes,1,no,unfurnished
5401000,8359,3,1,1,yes,yes,yes,no,no,3,yes,unfurnished
3139000,2219,2,3,2,yes,no,yes,yes,no,0,no,furnished
4042000,7092,1,1,4,no,no,yes,no,yes,2,yes,semi-furnished
4570000,3545,5,3,4,yes,no,yes,no,no,2,no,semi-furnished
4348000,4383,4,2,4,yes,no,yes,no,no,3,yes,semi-furnished
3935000,5513,2,3,2,yes,no,no,no,no,2,no,furnished
7126000,14563,2,3,4,yes,yes,no,no,yes,3,yes,unfurnished
4477000,9105,3,1,2,yes,yes,no,no,no,2,no,unfurnished
3641000,5664,3,2,4,yes,no,no,no,no,1,no,semi-furnished
6509000,12743,5,3,2,yes,no,yes,no,no,0,no,semi-furnished
3348000,3336,5,2,3,no,no,yes,yes,no,1,no,furnished
4529000,4659,1,3,3,yes,no,yes,yes,yes,0,no,semi-furnished
4308000,9456,1,3,3,yes,no,yes,no,no,0,no,semi-furnished
3613000,1804,5,2,3,yes,no,no,no,no,0,yes,semi-furnished
5808000,12379,5,3,3,yes,yes,no,no,no,1,no,unfurnished
3619000,3059,4,2,4,yes,yes,no,no,no,0,no,semi-furnished
7134000,13899,3,3,4,yes,no,no,no,yes,1,no,semi-furnished
3079000,2434,1,1,4,yes,no,no,no,yes,3,no,unfurnished
5643000,13017,3,2,2,yes,yes,no,no,yes,2,no,furnished
5735000,9746,3,3,2,no,no,yes,no,yes,2,yes,semi-furnished
4616000,9210,5,3,2,yes,no,no,no,no,0,no,semi-furnished
6084000,14183,4,1,2,yes,no,no,no,yes,1,yes,semi-furnished
5254000,8993,2,2,3,yes,no,yes,no,yes,2,no,unfurnished
5558000,8856,4,3,3,yes,no,no,no,no,1,no,semi-furnished
4172000,7246,4,1,3,yes,yes,no,no,no,1,no,unfurnished
3672000,7451,3,3,1,no,no,no,no,no,0,no,semi-furnished
3859000,4456,4,2,4,no,no,no,no,no,2,no,semi-furnished
3917000,2187,1,3,2,yes,yes,yes,yes,yes,0,yes,unfurnished
4413000,7636,3,3,2,no,no,no,yes,no,0,no,furnished
4054000,3491,1,3,3,yes,no,no,no,no,2,yes,furnished
6383000,14858,2,3,2,yes,no,no,no,yes,2,no,semi-furnished
4014000,12297,3,1,2,yes,no,yes,no,no,3,no,furnished
4664000,10366,2,1,4,no,yes,no,no,no,3,yes,furnished
5389000,8621,3,2,3,yes,no,no,no,yes,1,no,semi-furnished
4855000,7275,5,1,4,yes,no,no,no,yes,2,no,semi-furnished
3414000,4600,4,1,1,yes,no,no,no,yes,3,no,semi-furnished
5677000,9642,5,2,1,yes,yes,no,no,yes,1,no,unfurnished
5253000,13973,2,1,1,yes,no,no,no,no,1,yes,semi-furnished
2920000,6430,4,1,3,no,no,no,no,no,1,yes,unfurnished
5987000,13957,3,2,2,yes,yes,yes,no,yes,3,no,furnished
3922000,4018,4,2,3,yes,yes,no,no,no,2,no,semi-furnished
5495000,13689,1,2,3,no,no,yes,no,no,0,yes,unfurnished
5258000,8305,4,3,2,yes,no,no,no,no,1,no,semi-furnished
5062000,9823,1,3,4,no,no,yes,no,no,3,yes,unfurnished
4312000,6145,4,2,1,yes,no,yes,no,yes,3,no,semi-furnished
5132000,12543,1,2,4,yes,no,yes,no,no,0,no,furnished
4395000,10813,2,2,1,yes,no,yes,no,no,0,no,semi-furnished
4106000,7652,5,3,3,no,yes,no,no,no,3,no,semi-furnished
4262000,8264,3,3,1,yes,no,no,no,no,2,no,unfurnished
5681000,11008,4,1,3,yes,yes,no,no,yes,0,yes,furnished
6959000,15053,5,1,4,yes,no,yes,no,no,3,yes,unfurnished
7553000,14771,3,2,3,yes,yes,yes,no,yes,0,no,unfurnished
5926000,7569,3,3,4,yes,yes,yes,no,no,2,no,furnished
5204000,12616,1,3,2,yes,no,yes,no,no,1,no,semi-furnished
4538000,11824,2,3,2,no,yes,no,no,yes,0,no,unfurnished
2886000,2503,2,2,2,yes,no,yes,no,no,2,no,unfurnished
5000000,5796,5,1,3,yes,yes,no,no,yes,3,yes,semi-furnished
5150000,13578,2,2,2,yes,no,yes,no,no,0,no,semi-furnished
2580000,5419,4,1,1,no,no,yes,no,no,0,no,semi-furnished
3639000,2224,2,1,4,yes,yes,no,no,no,3,no,semi-furnished
6173000,13103,5,2,4,yes,yes,no,no,no,1,no,furnished
3164000,2798,2,1,1,yes,no,yes,no,no,3,yes,unfurnished
3914000,7943,4,1,3,yes,no,yes,no,no,0,no,furnished
4554000,8107,1,3,3,yes,no,no,no,no,3,no,furnished
5005000,9159,5,1,4,yes,no,yes,no,no,2,no,semi-furnished
5569000,11557,1,2,2,yes,no,yes,no,yes,3,yes,semi-furnished
4719000,6427,1,2,3,yes,yes,no,yes,no,0,yes,semi-furnished
5788000,14775,1,1,3,yes,no,no,no,yes,3,yes,semi-furnished
3746000,5504,3,3,1,yes,no,no,no,no,1,no,semi-furnished
6462000,15015,3,3,1,yes,no,no,no,yes,3,no,furnished
3151000,4141,1,1,2,yes,no,no,no,yes,1,no,semi-furnished
5439000,12502,5,1,3,yes,no,no,no,no,2,no,unfurnished
4040000,4774,4,2,3,yes,no,no,no,no,1,no,semi-furnished
3859000,7341,4,1,1,yes,no,no,no,yes,3,no,semi-furnished
4938000,4701,2,3,3,yes,no,yes,no,yes,0,yes,semi-furnished
3202000,1654,5,1,4,yes,no,no,yes,no,1,no,unfurnished
3387000,6872,3,2,1,yes,yes,no,no,no,2,no,furnished
4713000,6965,1,2,2,yes,yes,no,no,yes,1,yes,semi-furnished
4300000,6519,2,2,1,yes,no,no,yes,yes,1,yes,unfurnished
2448000,2526,4,2,3,yes,no,no,no,no,1,no,semi-furnished
